"","donor 1_unstim","donor 1_LPS","donor 2_unstim","donor 2_LPS","donor 3_unstim","donor 3_LPS","donor 4_unstim","donor 4_LPS"
"ENSG00000137691",3.6207,1,0,0,0,0,0,0
"ENSG00000274097",0,0,0,0,0,0,0,0
"ENSG00000260008",2,0,0,0,0,0,0,0
"ENSG00000277459",0,0,0,0,0,0,0,0
"ENSG00000137693",12,15,15,15.8619,10,39,9,46
"ENSG00000254422",0,0,0,1.1381,0,0,0,0
"ENSG00000243777",0,0,0,0,0,0,0,0
"ENSG00000270868",0,0,0,0,0,0,0,0
"ENSG00000271600",0,0,0,0,0,0,0,0
"ENSG00000212466",0,0,0,0,0,0,0,0
"ENSG00000023445",186,12239,150,4291,380,2746,150,2018.9999
"ENSG00000110330",1516.9999,2165,1125.0001,2346.0002,1336.9999,1940,1183,1518.9999
"ENSG00000152558",6630,9649.001,3629.0002,6941,5352,4514.0005,5447,5803
"ENSG00000255337",1,0,2,0,0,0,1,0
"ENSG00000255482",0,0,0,0,0,0,0,0
"ENSG00000137673",2737,5598,2807,11380.999,6225,20359.998,2569,5818
"ENSG00000137674",0,0,0,0,0,0,0,0
"ENSG00000256916",0,0,0,0,0,0,0,0
"ENSG00000281655",0,0,1,0,0,0,0,0
"ENSG00000137675",0,0,0,0,0,0,0,0
"ENSG00000118113",385,149,174,84,1931,819,590,238
"ENSG00000255282",1,0,1,0,0,0,0,1
"ENSG00000225678",0,0,0,0,0,0,0,0
"ENSG00000256254",0,0,0,0,0,0,0,0
"ENSG00000166670",3,21,1,20,1,152,0,48.7248
"ENSG00000196611",24,15,19,21,26,50,19,101
"ENSG00000256035",0,0,0,0,0,0,0,0
"ENSG00000149968",62,49,33,42,54,80,49,92.2752
"ENSG00000262406",42,54,28,41,147,1198,17,236
"ENSG00000255469",0,0,0,0,0,0,0,0
"ENSG00000238562",0,0,0,0,0,0,0,0
"ENSG00000137745",0,0,0,0,0,0,0,0
"ENSG00000276521",0,0,0,0,0,0,0,0
"ENSG00000239861",0,0,0,0,0,0,0,0
"ENSG00000137692",521,270,451,257,576.9999,315,573,331
"ENSG00000260966",0,0,0,0,0,0,0,0
"ENSG00000187240",60,26,142,55,106,208,93,71
"ENSG00000285878",0,0,0,2,0,0,0,1
"ENSG00000254895",0,0,0,0,0,0,0,0
"ENSG00000254931",0,0,0,1,3,0,0,0
"ENSG00000255417",0,0,0,0,0,5,0,0
"ENSG00000255350",2,0,0,2,0,0,0,0
"ENSG00000254565",0,3,0,0,0,0,0,1
"ENSG00000253245",1,0,0,0,0,0,2,0
"ENSG00000254824",0,0,0,0,0,0,0,0
"ENSG00000254987",0,0,0,0,0,0,0,0
"ENSG00000264200",0,0,0,0,0,0,0,0
"ENSG00000170962",0,0,26,20,5,3,0,0
"ENSG00000255548",0,0,0,0,0,0,0,0
"ENSG00000170967",2,0,0,0,1,0,0,0
"ENSG00000280773",0,0,0,0,0,0,0,0
"ENSG00000256422",0,0,0,0,0,0,0,0
"ENSG00000270449",0,0,0,0,0,0,0,0
"ENSG00000254569",0,0,0,0,0,0,0,0
"ENSG00000204403",0,0,0,1,0,0,0,0
"ENSG00000235505",1,5,0,12,2,3,0,1
"ENSG00000196954",1040,3211,964.0001,3917.9998,1110.9999,3272.9998,1232.9999,3773.9998
"ENSG00000284715",0,0,0,0,0,0,0,0
"ENSG00000137757",7,29,1,32,5,114,1,76
"ENSG00000137752",705.76,3876.228,460.877,3818.9119,554.358,870.8554,1118.9927,1866.1241
"ENSG00000204397",206.24,1313.7722,124.123,1295.0884,133.6421,476.1446,230.0074,1076.876
"ENSG00000254750",0,0,0,0,0,0,0,0
"ENSG00000255221",0,1,1,4,0,0,0,0
"ENSG00000255430",0,0,0,0,0,0,0,0
"ENSG00000255501",1,1.2327,0,0,0,0,0,0
"ENSG00000254767",0,0,0,1,0,0,0,0
"ENSG00000255336",0,0,0,0,0,0,0,0
"ENSG00000278640",0,0,0,0,0,0,0,0
"ENSG00000152578",2,1,4,0,1,0,2,0
"ENSG00000255403",1,0,0,0,0,0,0,0
"ENSG00000222663",0,0,0,0,0,0,0,0
"ENSG00000252081",0,0,0,0,0,0,0,0
"ENSG00000285813",17,13.4724,17,23,13.4544,10.747,10.6825,4
"ENSG00000170903",353,373.5276,405,384,410.5457,305.253,428.3175,229
"ENSG00000182359",51,18,30,27,46,38,26,24
"ENSG00000149313",512,338,425,332,555,433,536,386
"ENSG00000254433",11,5,6,3,1,2,9,1
"ENSG00000254580",0,0,0,0,0,0,0,0
"ENSG00000254811",0,0,0,0,0,0,0,0
"ENSG00000255065",0,0,0,0,0,0,0,0
"ENSG00000152402",25,4,28,11,24,15,2,2
"ENSG00000274584",0,0,0,0,0,0,0,0
"ENSG00000213252",0,1,0,0,1,0,0,0
"ENSG00000255353",2,2,0,0,0,0,0,0
"ENSG00000261098",29.0265,48.7404,39,32,22.0326,17,11,9
"ENSG00000152404",310,420,261,410,330,372,343,329
"ENSG00000225215",18,13,16,10,4,6,2,1
"ENSG00000137760",144,102,136,133,127,74,132,80
"ENSG00000270969",0,0,0,0,0,0,0,0
"ENSG00000110675",2.8092,3,0,2,0,0,0,0
"ENSG00000255483",0,0,0,0,0,0,0,0
"ENSG00000254758",0,0,0,0,0,0,0,0
"ENSG00000170290",0,0,0,0,0,0,0,0
"ENSG00000254702",1,0,0,0,0,0,1,0
"ENSG00000110660",368,108,311,151,438,128,165,50
"ENSG00000240652",0,2,0,0,0,0,0,0
"ENSG00000179331",280,617,183,625,354,251,270,284
"ENSG00000166266",1201,937.5464,966,843.7832,1241,1063.7303,1207.8621,770.6924
"ENSG00000200855",0,0,0,0,0,0,0,0
"ENSG00000255467",0,4.5266,0,2.2458,0,1.2965,1.1504,2.3347
"ENSG00000075239",1057.7985,365.3226,1149.4215,618.5034,1514,895.9731,1692.9764,786.9728
"ENSG00000285696",12.2016,12.6045,7.5784,9.4675,10,2,8.0111,2
"ENSG00000149308",579.7738,433.3743,434.3427,497.2208,480.6245,467.9577,436.3666,289.6263
"ENSG00000149311",5805.4985,2864.5605,4225.6567,3106.7791,3817.3323,4040.8723,3740.5806,1852.3138
"ENSG00000206967",0,0,0,0,0,0,0,0
"ENSG00000166323",38.021,40.0651,18,42,31.0431,31.1693,22.053,22.0597
"ENSG00000178202",313,406.5128,364,430,539,314,481,299
"ENSG00000110723",5.233,20,1,19,1,2,0,1
"ENSG00000178105",602.9999,229,484,178,671,83,689,88
"ENSG00000240698",1,0,2,1,1,0,2,0
"ENSG00000254730",0,0,1,0,1,0,0,0
"ENSG00000255379",2,0,1,0,1,0,1,0
"ENSG00000203334",1,1,0,1,4,0,0,0
"ENSG00000255528",0,0,0,0,0,0,0,0
"ENSG00000201243",0,0,0,0,0,0,0,0
"ENSG00000200613",0,0,0,0,0,0,0,0
"ENSG00000264997",0,0,0,0,0,0,0,0
"ENSG00000255028",0,0,0,0,0,0,0,0
"ENSG00000185742",2,0,0,2,0,0,0,3
"ENSG00000254890",0,0,0,0,0,0,0,0
"ENSG00000254482",0,0,1,0,0,0,0,0
"ENSG00000254659",0,0,0,0,0,0,0,0
"ENSG00000137710",3047,5926.9785,2589,7539.0005,3010,3720,2213,2067
"ENSG00000254798",1,0,0,0,1,0,0,0
"ENSG00000224776",7,8,1,5,2,0,0,0
"ENSG00000270423",1,3,1,0,1,1,0,0
"ENSG00000255210",4,1,2,6,2,0,0,0
"ENSG00000149289",2142,1140,1183,1543,2197,1244,1665.0001,758
"ENSG00000254416",1,6,0,4,0,0,0,0
"ENSG00000137714",4454,1355,2979,1472,6796,1465,4416,1738
"ENSG00000137727",96,56,23,68,76,406,58,341
"ENSG00000233497",0,0,0,0,0,0,0,0
"ENSG00000255149",0,0,0,0,0,0,0,0
"ENSG00000200168",0,0,0,0,0,0,0,0
"ENSG00000271390",1,0,0,0,1,2,0,0
"ENSG00000271584",4,0,1,0,6,2,0,0
"ENSG00000239354",0,0,0,0,0,0,0,0
"ENSG00000270202",0,0,0,0,0,0,0,0
"ENSG00000150750",0,0,0,0,0,0,0,0
"ENSG00000196167",2,0,0,0,0,0,0,0
"ENSG00000214290",0,0,0,0,0,0,0,0
"ENSG00000264032",0,0,0,0,0,0,0,0
"ENSG00000110777",2.3411,1,2,3,1,0,1,3
"ENSG00000253099",0,0,0,0,0,0,0,0
"ENSG00000255428",0,0,0,0,0,0,0,0
"ENSG00000255093",1,0,0,0,0,0,0,0
"ENSG00000137707",0,1,0,1,0,1,0,0
"ENSG00000286028",0,0,0,0,0,0,0,0
"ENSG00000207811",0,0,0,0,0,0,0,0
"ENSG00000207562",0,0,0,0,0,0,0,0
"ENSG00000254980",0,0,1,0,1,0,0,0
"ENSG00000183644",2,0,0,0,0,0,0,0
"ENSG00000204381",39,5,28,3,89,13,35,12
"ENSG00000170145",2360.4006,1632.7451,1813.6099,1311.5907,2260.1318,2217.5356,2086.1113,2145.7815
"ENSG00000235286",31,26,23,22,10,8,8,0
"ENSG00000223324",3,3,2,2,0,2,0,0
"ENSG00000137713",1065.7692,1269.854,870.2635,1064.4093,1092.8682,786.4476,1193.8887,807.2186
"ENSG00000254990",0,2,0,0,0,0,0,2
"ENSG00000086848",529.8538,212.4783,398.6864,207.652,517.2569,275.2104,469.8711,253.16
"ENSG00000258529",79.0655,43.2958,26.0806,20.3971,86.6899,20.3598,146.4946,32.2673
"ENSG00000254450",6,1,1,2,0,2,0,0
"ENSG00000254949",0,0,0,0,1,1,0,0
"ENSG00000255561",160.5848,50.4055,130.233,59.9509,162.0532,33.4298,165.6342,51.5727
"ENSG00000137720",83.4959,22.9394,60,19,71,15,81,20
"ENSG00000176343",0,0,0,0,0,0,0,0
"ENSG00000109846",4.134,2,2,3,4,2,8,2
"ENSG00000170276",1.866,0,0,0,1,0,0,0
"ENSG00000254445",3.121e-24,0,0,0,3.9071e-28,0,0,0
"ENSG00000149300",1,1,3,3,1,1,1,3
"ENSG00000150764",276,176,387,281,354,476,283,817
"ENSG00000238965",0,0,0,0,0,0,0,0
"ENSG00000255286",0,0,0,0,0,0,0,0
"ENSG00000255334",1,2,0,0,0,0,0,1
"ENSG00000150768",1464,917,1689,916,2282.0002,898,2120,940
"ENSG00000230911",4,5,4,10,2,3,1,3
"ENSG00000238444",0,0,0,0,0,0,0,0
"ENSG00000271025",0,0,0,1,0,0,0,0
"ENSG00000150773",10,19.4194,9,31,10,27,9.1073,22.052
"ENSG00000150776",676.0037,776.4925,521.64,915.8129,718.9984,986.0441,679.8602,896.1039
"ENSG00000150779",1297.9962,1108.0881,1161.36,969.1871,1240.0016,1076.9558,1372.0325,1110.8442
"ENSG00000204370",2833.7751,2850,2547,3202,2894.0002,4509.0005,3037,3814
"ENSG00000255292",0.6298,0,0,0,0,0,0,2.5577e-35
"ENSG00000150782",663,3030,749,3983,966,7502,883,5044
"ENSG00000254638",2,1,1,0,0,0,0,0
"ENSG00000150783",1,1,0,2,0,0,0,0
"ENSG00000197580",12.5953,46,14,48,13,94,2,31
"ENSG00000214264",1,2,1,2,0,3,0,0
"ENSG00000255231",0,0,0,0,0,0,0,0
"ENSG00000243930",2,0,0,0,0,0,0,0
"ENSG00000150787",166,122.2221,164.2146,125.3298,228,147,211,196
"ENSG00000243250",5,6.7779,6.7854,8.6702,4,1,2,3
"ENSG00000188771",1,0,2.3153,1,0,1,1,0
"ENSG00000268472",1,11,4.6847,2,5,3,0,0
"ENSG00000213234",1,6,1,6,2,4,0,0
"ENSG00000250303",59,18,17,20,66,7,46,9
"ENSG00000206772",0,0,0,0,0,0,0,0
"ENSG00000254968",1,0,0,0,0,0,1,1
"ENSG00000213233",0,0,0,0,0,0,0,0
"ENSG00000255484",0,0,0,0,1,0,0,0
"ENSG00000212397",0,0,0,0,0,0,0,0
"ENSG00000285769",1,0,0,0,2,0,0,0
"ENSG00000254626",0,0,0,0,0,0,0,0
"ENSG00000247416",2,1,0,3,6,5,3,1
"ENSG00000149294",558,229.8721,200,408.7814,665.9999,180.7988,482,255
"ENSG00000238998",0,0,0,0,0,0,0,0
"ENSG00000227487",0,2.1279,0,3.2186,0,1.2012,0,0
"ENSG00000255129",0,0,0,0,1,1,0,0
"ENSG00000149292",340,84,231,81,347,104,227,110
"ENSG00000270179",2,3,8,3,4,1,2,1
"ENSG00000170209",1,1,0,0,1,0,0,0
"ENSG00000256757",0,0,0,0,0,0,0,0
"ENSG00000149295",4,0,0,2,0,0,0,0
"ENSG00000265140",0,0,0,0,0,0,0,0
"ENSG00000166682",5,7,7,5,39,4,5,3
"ENSG00000256091",0,1,0,1,0,0,0,0
"ENSG00000086827",444,190,364,188,497,266,502,290
"ENSG00000243353",0,0,0,0,0,0,0,0
"ENSG00000257070",4,0,4,6,5,0,1,1
"ENSG00000256603",0,0,0,0,2,0,0,0
"ENSG00000228607",0,0,0,0,0,0,0,0
"ENSG00000256167",2,3,0,2,0,0,0,0
"ENSG00000255870",0,0,0,0,0,0,0,0
"ENSG00000257101",0,0,0,0,0,0,0,0
"ENSG00000048028",453,682.9999,418,774,552,538,483,592.9999
"ENSG00000256452",1,2,0,0,0,0,0,0
"ENSG00000255710",11,24,6,12,1,3,0,2
"ENSG00000201687",0,0,0,0,0,0,0,0
"ENSG00000149305",3.3464,0,0,1,0,0,0,0
"ENSG00000166736",0,0,0,0,0,0,4,0
"ENSG00000109906",1,2,4,1,3,1,3,6
"ENSG00000256947",0,0,0,0,0,0,0,0
"ENSG00000166741",23,18,17,17,23,152,19,55
"ENSG00000256195",0,1,1.0043,0,0,3,0,0
"ENSG00000180425",149.6581,236.6268,119.5201,190.0465,150.4846,193.439,101.2588,199.4819
"ENSG00000076053",351.3419,298.3732,280.4799,408.9535,350.5154,350.561,336.7412,324.5181
"ENSG00000255663",6.7261e-09,0,0,0,0,0,0,0
"ENSG00000076043",305,111,332,131,479,335,416,230
"ENSG00000256533",8,0,4,0,3,3,0,1
"ENSG00000255982",0,0,0,0,0,0,0,0
"ENSG00000270204",0,0,0,0,0,0,0,0
"ENSG00000095110",0,0,0,0,0,0,0,0
"ENSG00000238724",0,0,0,0,0,0,0,0
"ENSG00000137634",0,0,1,0,0,0,0,0
"ENSG00000256674",0,0,0,0,0,0,0,0
"ENSG00000204361",0,0,0,0,0,0,0,0
"ENSG00000252870",0,0,0,0,0,0,0,0
"ENSG00000182985",201,253,699,767.9999,610,1490,1089,1145.0001
"ENSG00000256972",0,1,1,2,0,3,1,0
"ENSG00000255580",0,7,11,9,5,5,4,2
"ENSG00000256315",6,14,16,16,5,23,14,0
"ENSG00000256281",0,0,0,0,0,0,0,0
"ENSG00000257087",0,0,0,0,0,0,0,0
"ENSG00000255903",0,0,0,0,0,0,0,0
"ENSG00000255689",0,0,0,0,0,0,0,0
"ENSG00000239153",0,0,0,0,0,0,0,0
"ENSG00000255599",0,0,0,0,0,0,0,0
"ENSG00000260254",1,0,0,0,0,1,0,0
"ENSG00000279771",2,0,0,0,5,0,1,0
"ENSG00000256717",0,0,0,0,0,0,0,0
"ENSG00000279818",0,0,1,1,0,0,0,0
"ENSG00000246100",155,54,129,72,137,224,155,206
"ENSG00000257067",0,0,0,0,0,0,0,0
"ENSG00000244259",0,1,0,0,0,2,0,0
"ENSG00000239600",0,0,0,0,0,0,0,0
"ENSG00000236437",0,0,0,0,0,0,0,0
"ENSG00000278945",0,0,0,0,0,0,0,0
"ENSG00000237937",0,0,0,0,0,0,0,0
"ENSG00000137656",451,353,321,333,415,467,437,614
"ENSG00000226645",0,0,0,0,0,0,0,0
"ENSG00000109917",823.9999,603,757.0001,564.9999,967.2057,462,1037.0001,528
"ENSG00000110243",2,3,2,0,0,2,0,1
"ENSG00000236267",0,0,0,0,0,0,0,0
"ENSG00000285513",0,0,0,0,0,0,0,0
"ENSG00000110244",0,0,0,0,0,0,0,0
"ENSG00000110245",0,0,0,0,0,0,0,0
"ENSG00000118137",0,0,2,1,1,2,1,2
"ENSG00000235910",2,17,1,8,5,2,2,0
"ENSG00000160584",1360,5050.0005,942.0001,5126.9995,1347.9999,2850.9998,1111.0001,5027.9995
"ENSG00000200537",0,0,0,0,0,0,2,0
"ENSG00000234268",3,14,0,7,2,0,0,0
"ENSG00000224077",1,0,0,0,0,0,0,0
"ENSG00000225236",0,0,0,0,0,0,0,0
"ENSG00000254851",0,0,0,0,0,0,0,0
"ENSG00000254678",2,1,0,0,0,0,0,0
"ENSG00000168092",3272.5481,2041.9999,2405.9998,2295,3011.6443,2418,2956.5144,3189.9998
"ENSG00000149577",4141.0005,3878.0005,2372.9998,3438.0002,4092.9998,1827.0001,2526,1565.9996
"ENSG00000149591",271.4649,481.2307,190.0658,455.5406,357.3712,203.1725,148.7589,110.6999
"ENSG00000160613",2195.6995,1999.2258,1574.9855,1586.7311,2522.2834,1374.1,1999.7028,1251.2375
"ENSG00000280143",50.8358,65.5434,58.9487,65.7283,45.3454,37.7274,29.5384,6.0626
"ENSG00000167257",406.1915,349.0308,350.1369,315.5854,487.8035,532.8287,507.4426,524.1451
"ENSG00000252992",0,0,0,0,0,0,0,0
"ENSG00000186318",1348.7477,252.3653,1116.6171,381.9878,2175.5625,656.5685,1239.4911,361.4241
"ENSG00000278768",174.0609,78.6039,164.2461,82.4268,100.6341,117.6027,123.0664,117.4307
"ENSG00000276505",0,0,1,0,2,0,0,0
"ENSG00000110274",1326.0001,998,951.9999,853,1550.9998,856.0001,1184,848.0001
"ENSG00000250699",1,0,1,0,0,0,0,0
"ENSG00000271412",0,2,0,0,0,0,0,0
"ENSG00000177103",0,8,0,2,0,6,0,2
"ENSG00000279586",0,0,0,0,0,0,0,0
"ENSG00000270403",0,0,0,0,0,0,0,0
"ENSG00000137731",32,27.2406,83,48,36,35,19.8444,23
"ENSG00000254844",0,0.7594,0,0,1,2,0,0
"ENSG00000255245",0,0,0,0,0,0,1.195,0
"ENSG00000254528",0,0,0,0,0,0,0,0
"ENSG00000137726",195,535,181,390,193,82,360.9606,116
"ENSG00000137747",27,550,16,242,24,71,11,120
"ENSG00000110324",5804.9995,40705,4667,31732,6179,26094,4335.0005,29678.002
"ENSG00000255274",4,34,3,22,7,34,6,36
"ENSG00000272075",0,0,0,0,0,0,0,0
"ENSG00000137648",3,0,2,0,13,0,1,0
"ENSG00000177098",14,1,11,3,31,2,8,1
"ENSG00000149575",0,0,0,0,0,0,0,1
"ENSG00000160593",3018.9998,241,1472,157,1488.0001,270,1936,996
"ENSG00000255163",9,1,2,0,1,0,0,0
"ENSG00000160588",297,44,252,42,394,103,283,99
"ENSG00000149573",16,5,5,6,7,0,11,8
"ENSG00000280032",0,0,0,2,0,0,0,0
"ENSG00000198851",12,7,13,19,19,14,13,19
"ENSG00000254992",0,0,0,0,0,0,0,0
"ENSG00000167286",2,1,2,4,4,5,2,3
"ENSG00000160654",0,1,10,2,3,1,2,0
"ENSG00000110344",3413.5173,1899.4004,2399.7012,1694.8251,3399.4204,2700.1785,2927.3455,2342.3455
"ENSG00000254873",15.6928,4.7239,9.9865,1.1888,14.885,4.149,12.8305,4.6697
"ENSG00000285827",45.2072,76.8289,23.2181,81.9942,2.3008,65.4365,22.0793,12.2619
"ENSG00000167283",2494.689,1178.9581,2444.8677,1241.4098,2773.0815,1226.6271,2567.7449,1711.9531
"ENSG00000269944",0,0,1,0,2,0,0,0
"ENSG00000255384",0,0,2,0,1,0,0,1
"ENSG00000118058",2845.8938,3714.0889,2050.2266,3238.5818,2075.312,3894.6091,2084,3159.7695
"ENSG00000255435",0,4,4,4,1,0,0,0
"ENSG00000172425",2,2,1,0,3,5,2,3
"ENSG00000149582",5,12,6,12,1,18,0,2
"ENSG00000118096",239,108,194,104,285,168,251,216
"ENSG00000243431",2,4,2,1,6,5,0,1
"ENSG00000095139",5103,3400,4227,3609.989,5887,4077,5372,4464
"ENSG00000207185",0,0,0,0,0,0,0,0
"ENSG00000019144",702.718,875.8122,963.8616,1086.8566,1335.4343,2362.9998,683.9999,2375.2832
"ENSG00000255176",4,13,10,11,6,8,2,11
"ENSG00000284246",0,0,0,0,0,0,0,0
"ENSG00000118094",1.282,9.1878,3.1384,4.1434,8.5658,0,1,2.7171
"ENSG00000255239",0,0,0,0,0,0,0,0
"ENSG00000255422",134,14,145,24,207,23,97,9
"ENSG00000207462",0,0,0,0,0,0,0,0
"ENSG00000110367",5331.9995,3128.0002,4049,2654.0002,5160.0005,3340.9998,5449,3770.0002
"ENSG00000278376",27,19,25,18,28,22,15,36
"ENSG00000254478",0,0,0,0,0,0,0,0
"ENSG00000254621",0,1,1,0,0,0,0,0
"ENSG00000201535",0,0,0,0,0,0,0,0
"ENSG00000160683",71.6498,386.0938,90.5392,156.1196,25.7494,179.4829,72.3702,1376.2
"ENSG00000245869",0,23,3,6,0,3,4,17
"ENSG00000186174",982.3502,3739.9063,1150.4608,3227.8804,978.2506,5232.5171,813.6298,5867.7998
"ENSG00000264211",0,0,0,0,0,0,0,0
"ENSG00000110375",0,1,0,0,0,2,0,4
"ENSG00000239726",1,3,1,0,5,3,0,0
"ENSG00000222529",0,0,0,0,0,0,0,0
"ENSG00000176302",0,0,0,0,0,0,0,0
"ENSG00000280502",0,0,1,1,0,0,1,0
"ENSG00000283691",0,0,0,0,0,0,0,0
"ENSG00000255121",31,9,29,10,15,11,20,7
"ENSG00000186166",279,428,222,391,316,296,156,118
"ENSG00000240970",10,14,6,13,8,13,2,8
"ENSG00000254428",12,28,4,11,8,7,1,6
"ENSG00000254909",3,2,1,7,0,0,0,2
"ENSG00000118181",3203.4951,1671.3937,2999.3403,1466.4678,2768.6306,1805.8251,3230.6316,2264.8145
"ENSG00000196655",726.7403,658.2886,608.2119,659.5322,875.3741,822.1749,753.3826,1122.1324
"ENSG00000283704",0,0,0,0,0,0,0,0
"ENSG00000137700",1070.7643,322.3177,750.4478,271,960.9952,687.0001,900.9857,445.0531
"ENSG00000255114",0,0,0,0,0,0,0,0
"ENSG00000149428",8334.999,5312,7528.9995,4001.9998,14269,11588.001,11447.999,9023.999
"ENSG00000271751",0,0,2,1,4,2,1,1
"ENSG00000272186",10,2,6,9,6,3,4,7
"ENSG00000160695",1729.0001,1136,1424,1339.0001,2059,1758,1707.9999,1623.0001
"ENSG00000256269",315,102,403,97,492,67,491,89
"ENSG00000188486",546,409,885,409,866,559,821,574
"ENSG00000172269",781.3753,367.4098,726.9839,360.1431,1057.8007,485.5595,783.9208,340.058
"ENSG00000172375",1561.6248,778.5902,1338.0161,884.8569,2055.1995,986.4405,1387.0792,885.942
"ENSG00000172273",410,430,302,370.0001,430,548.9999,249,631
"ENSG00000172350",12,0,3,0,7,3,3,1
"ENSG00000160703",1790,667,1214,617,1851,926.0001,1411.0001,829
"ENSG00000172367",5,3,3,6,0,0,1,1
"ENSG00000248712",67,30,14,22,39,24,20,36
"ENSG00000110395",10434.8096,3151.9998,7345,3855.9185,8634,7425,8967,6113
"ENSG00000222249",0,0,0,0,0,0,0,0
"ENSG00000076706",29,17,17,19.0813,11,9,6,6
"ENSG00000284148",0,0,0,0,0,0,0,0
"ENSG00000252119",0,0,0,0,0,0,0,0
"ENSG00000173456",1036,611,812,455,1069,615,878,695
"ENSG00000245385",0,0,0,0,0,0,0,0
"ENSG00000223953",1,2,2,0,0,8,2,2
"ENSG00000235718",0,0,0,0,0,0,0,0
"ENSG00000036672",2265,39,2082.999,101,4691,476,1804.9368,257
"ENSG00000254740",0,0,0.001,0,0,0,0.0632,0
"ENSG00000245248",35,0,26,2,87,2,18,1
"ENSG00000254590",9,0,0,0,4,0,1,0
"ENSG00000254892",0,0,1,0,0,0,0,0
"ENSG00000154096",33.9734,11.5908,31,10.5176,33.9814,21.7415,14.4163,19
"ENSG00000263873",0.0266,1.4092,0,0.4824,2.0186,5.2585,0.5837,0
"ENSG00000255377",0,0,0,0,3,0,0,0
"ENSG00000230716",1,0,0,1,0,0,0,0
"ENSG00000254561",0,1,1,0,0,0,0,0
"ENSG00000110400",972,1261,858.9999,529,986.0001,322,867,458
"ENSG00000199217",0,0,0,0,0,0,0,0
"ENSG00000255247",0,3,0,2,0,0,0,0
"ENSG00000254854",1,0,0,1,0,0,0,1
"ENSG00000254406",0,0,0,0,0,0,0,0
"ENSG00000254863",0,0,0,0,0,0,0,0
"ENSG00000255216",0,0,0,0,0,0,0,0
"ENSG00000137699",1,0,0,0,1,0,0,0
"ENSG00000176984",0,0,0,0,0,0,0,0
"ENSG00000184232",149,373,350,335,228,329,120,362
"ENSG00000137709",1,0,0,0,0,0,0,0
"ENSG00000259541",0,0,0,0,0,1,0,0
"ENSG00000181264",4,5.0018,14,23,9,33,1,39
"ENSG00000196914",1032,1031.0001,1548,1566.0001,2168,2107,1195.9999,1821
"ENSG00000274303",2,0,0,0,0,0,0,0
"ENSG00000149403",4,15,2,7,13,1,6,6
"ENSG00000255006",0,3,0,0,0,0,0,0
"ENSG00000250493",1,2,2,2,0,0,1,1
"ENSG00000254735",0,0,0,0,0,0,0,0
"ENSG00000154114",534.5727,480.8974,441,532.5895,474.7675,577.5814,458.3109,421.8891
"ENSG00000285509",6.0194,10.618,0,12.2555,7.9293,6.0533,3.6891,6.7555
"ENSG00000109927",9.4079,32.4846,12,45.1549,17.3032,15.3653,5,9.3554
"ENSG00000254515",0,0,0,0,0,0,0,0
"ENSG00000244400",0,0,0,0,0,0,0,0
"ENSG00000109929",949.3471,397,627.0001,442,1451.9999,841.679,1230,625
"ENSG00000232460",0,0,0,0,0,0,0,0
"ENSG00000271022",0,0,0,0,0,0,0,0
"ENSG00000246790",2,2,1,2,0,0,4,1
"ENSG00000137642",4176,769,2008.9999,266,6757,349,13647.999,994.9999
"ENSG00000286044",1,0,0,0,0,0,0,0
"ENSG00000286023",0,0,0,0,0,0,0,0
"ENSG00000252556",0,0,0,0,0,0,0,0
"ENSG00000255248",8,9,5,7,14,10,10,7
"ENSG00000207971",0,0,0,0,0,0,0,0
"ENSG00000259571",1,0,0,0,0,0,0,0
"ENSG00000198975",0,0,0,0,0,0,0,0
"ENSG00000207994",0,0,0,0,0,0,0,0
"ENSG00000255015",0,0,0,0,0,0,0,0
"ENSG00000255219",0,0,0,0,0,0,0,0
"ENSG00000252776",0,0,0,0,0,0,0,0
"ENSG00000253035",0,0,0,0,0,0,0,0
"ENSG00000223265",0,0,0,0,0,0,0,0
"ENSG00000254572",0,0,0,0,0,0,0,0
"ENSG00000254935",0,0,0,0,0,0,0,0
"ENSG00000154127",7144.0005,241,5353.9995,390,9227,2123,7650,1334
"ENSG00000239079",0,0,0,0,0,0,0,0
"ENSG00000285909",58,5,38,8,12,6,7,1
"ENSG00000109943",448,238,274,258,743,186,464,148
"ENSG00000109944",275,83,181,109,289,130,213,58
"ENSG00000199709",0,0,0,0,0,0,0,0
"ENSG00000254944",4,0,4,0,4.0017,2,11.005,0
"ENSG00000188909",0,0,0,0,0,0,0,0
"ENSG00000213184",0,0,0,0,0,0,0,0
"ENSG00000243669",0,0,0,0,0,0,0,0
"ENSG00000244641",0,0,0,0,0,0,0,0
"ENSG00000233541",0,1,0,0,0,0,0,0
"ENSG00000109971",35769.9922,22124.002,30677.002,18959,45279,10272,38546.9961,16139
"ENSG00000200879",0,1,0,0,0,0,0,0
"ENSG00000207118",0,0,0,0,0,0,0,0
"ENSG00000202252",0,0,0,0,0,0,0,0
"ENSG00000166250",197,41,48,44,494,63,182,34
"ENSG00000255342",1,0,0,0,0,0,2,0
"ENSG00000254710",0,0,0,0,0,0,0,0
"ENSG00000200496",0,0,0,0,0,0,0,0
"ENSG00000254823",0,0,0,0,0,0,0,0
"ENSG00000254407",0,0,0,0,0,0,1,0
"ENSG00000023171",336,801,200,749.9999,231,125,335,352
"ENSG00000265357",0,0,0,0,0,0,0,0
"ENSG00000254449",4,3,0,5,0,5,0,0
